Size,Male,English,Adult,NUST,Arrival,Affiliate,Employed,U,V,y,Simulated_V,Optimal_V,theta,theta_original,Simulated_Y,Successful_match
1,0,0,1,0,2019-07-01,6,0,5,3,0,3,3,0.09168968059865046,0.09168968059865046,0,0
1,1,1,1,0,2019-06-01,30,1,8,9,1,9,9,0.779371133417259,0.779371133417259,1,0
1,1,1,1,0,2019-07-01,26,0,8,8,1,8,8,0.4717393053059779,0.4717393053059779,1,0
1,1,1,1,0,2020-07-01,6,0,8,3,0,3,3,0.2965652259440938,0.2965652259440938,0,0
1,1,1,1,0,2020-03-01,55,0,8,17,0,17,17,0.32702159318874013,0.32702159318874013,0,0
1,1,0,1,0,2019-10-01,26,0,6,8,0,8,8,0.37463626689018553,0.37463626689018553,0,0
1,1,0,1,0,2020-08-01,49,0,6,15,0,15,15,0.5524280832128697,0.5524280832128697,0,0
1,1,1,1,1,2020-01-01,55,0,8,17,1,17,17,0.32702159318874013,0.32702159318874013,1,0
1,1,1,1,0,2020-03-01,55,0,8,17,0,17,17,0.32702159318874013,0.32702159318874013,0,0
1,1,0,1,0,2020-07-01,55,0,6,17,0,17,17,0.27193613082881435,0.27193613082881435,0,0
1,1,1,1,0,2020-03-01,49,0,8,15,0,15,15,0.6061723702811289,0.6061723702811289,0,0
1,1,1,1,0,2020-06-01,55,0,8,17,1,17,17,0.32702159318874013,0.32702159318874013,1,0
1,1,1,1,0,2020-09-01,6,0,8,3,0,3,3,0.2965652259440938,0.2965652259440938,0,0
1,1,1,1,0,2019-12-01,55,1,8,17,0,17,17,0.32702159318874013,0.32702159318874013,0,0
1,0,0,1,1,2019-11-01,8,0,5,4,0,4,4,0.14337614813932453,0.14337614813932453,0,0
1,1,1,1,0,2019-12-01,3,0,8,2,1,2,2,0.2631301255029518,0.2631301255029518,1,0
1,1,1,1,0,2020-01-01,6,0,8,3,1,3,3,0.2965652259440938,0.2965652259440938,1,0
1,0,0,1,1,2012-08-01,46,0,5,14,1,7,7,0.18107908951052837,0.18107908951052837,0,1
1,0,0,1,1,2015-02-01,49,0,5,15,1,10,15,0.24755711579103987,0.24755711579103987,0,1
1,1,1,1,1,2019-08-01,8,1,8,4,0,16,15,0.459195390626195,0.459195390626195,1,1
1,1,0,0,0,2016-07-01,41,0,2,12,0,12,12,0.2932243552640917,0.2932243552640917,0,0
1,0,0,1,0,2016-07-01,41,0,5,12,1,12,12,0.5144927440981721,0.5144927440981721,1,0
1,1,1,1,1,2012-08-01,55,0,8,17,0,13,14,0.32702159318874013,0.32702159318874013,0,1
1,0,0,1,0,2012-12-01,40,1,5,11,0,11,11,0.2680332364171568,0.2680332364171568,0,0
1,0,0,0,0,2015-10-01,41,0,1,12,0,12,12,0.1871899278769268,0.1871899278769268,0,0
1,0,0,1,0,2015-10-01,41,1,5,12,1,12,12,0.5144927440981721,0.5144927440981721,1,0
1,0,1,1,0,2018-04-01,8,0,7,4,1,4,4,0.2145959403571148,0.2145959403571148,1,0
1,0,0,0,0,2014-10-01,40,1,1,11,1,11,11,0.09979321652333788,0.09979321652333788,1,0
1,0,0,0,0,2015-02-01,40,0,1,11,0,11,11,0.09979321652333788,0.09979321652333788,0,0
1,0,0,0,0,2015-02-01,40,0,1,11,0,11,11,0.09979321652333788,0.09979321652333788,0,0
1,1,0,1,1,2015-05-01,45,1,6,13,0,15,9,0.47578068187958683,0.47578068187958683,0,1
1,0,1,1,0,2015-06-01,41,0,7,12,1,12,12,0.5819640463743296,0.5819640463743296,1,0
1,1,1,1,0,2015-02-01,40,0,8,11,0,11,11,0.4983950407579739,0.4983950407579739,0,0
1,1,1,1,0,2015-05-01,41,0,8,12,1,12,12,0.6397806151764974,0.6397806151764974,1,0
1,0,1,1,0,2015-06-01,41,0,7,12,1,12,12,0.5819640463743296,0.5819640463743296,1,0
1,1,0,1,0,2016-07-01,41,1,6,12,1,12,12,0.6721248147459697,0.6721248147459697,1,0
1,1,0,0,0,2016-05-01,41,0,2,12,0,12,12,0.2932243552640917,0.2932243552640917,0,0
1,0,0,1,0,2016-05-01,41,1,5,12,1,12,12,0.5144927440981721,0.5144927440981721,1,0
1,1,1,1,0,2016-03-01,41,1,8,12,1,12,12,0.6397806151764974,0.6397806151764974,1,0
1,1,1,1,1,2015-08-01,26,0,8,8,1,10,14,0.4717393053059779,0.4717393053059779,1,1
1,1,0,1,1,2015-11-01,45,1,6,13,0,9,16,0.47578068187958683,0.47578068187958683,0,1
1,1,1,1,0,2016-08-01,3,1,8,2,0,2,2,0.2631301255029518,0.2631301255029518,0,0
1,1,1,0,0,2015-02-01,40,0,4,11,1,11,11,0.3812986773541705,0.3812986773541705,1,0
1,1,1,0,0,2015-07-01,41,0,4,12,0,12,12,0.4883504156316602,0.4883504156316602,0,0
1,0,0,1,0,2016-02-01,41,1,5,12,0,12,12,0.5144927440981721,0.5144927440981721,0,0
1,0,0,0,0,2016-11-01,41,1,1,12,0,12,12,0.1871899278769268,0.1871899278769268,0,0
1,1,0,1,0,2016-10-01,41,1,6,12,1,12,12,0.6721248147459697,0.6721248147459697,1,0
1,1,0,0,0,2016-11-01,41,0,2,12,0,12,12,0.2932243552640917,0.2932243552640917,0,0
1,0,0,1,0,2016-11-01,41,1,5,12,0,12,12,0.5144927440981721,0.5144927440981721,0,0
1,0,1,1,0,2017-06-01,41,1,7,12,0,12,12,0.5819640463743296,0.5819640463743296,0,0
1,0,0,0,0,2017-06-01,41,0,1,12,0,12,12,0.1871899278769268,0.1871899278769268,0,0
1,0,1,0,0,2017-06-01,41,1,3,12,0,12,12,0.41059592479257095,0.41059592479257095,0,0
1,0,1,0,0,2016-02-01,41,0,3,12,1,12,12,0.41059592479257095,0.41059592479257095,1,0
1,0,0,0,0,2016-10-01,41,0,1,12,0,12,12,0.1871899278769268,0.1871899278769268,0,0
1,1,1,1,0,2015-04-01,41,0,8,12,1,12,12,0.6397806151764974,0.6397806151764974,1,0
1,0,1,1,0,2017-09-01,45,0,7,13,0,13,13,0.4208086547793219,0.4208086547793219,0,0
1,0,1,0,0,2020-09-01,41,0,3,12,0,12,12,0.41059592479257095,0.41059592479257095,0,0
1,1,1,1,0,2020-08-01,39,0,8,10,1,10,10,0.6278996485764445,0.6278996485764445,1,0
1,1,1,1,0,2020-05-01,49,1,8,15,1,15,15,0.6061723702811289,0.6061723702811289,1,0
1,1,1,0,0,2016-10-01,8,0,4,4,0,4,4,0.47842511915457175,0.47842511915457175,0,0
1,0,0,0,0,2012-11-01,2,0,1,1,0,1,1,0.03631977677112588,0.03631977677112588,0,0
1,1,1,0,0,2015-09-01,6,0,4,3,1,3,3,0.20387011641080766,0.20387011641080766,1,0
1,0,1,1,0,2015-10-01,2,0,7,1,0,1,1,0.17648248970742927,0.17648248970742927,0,0
1,0,1,1,0,2013-04-01,2,0,7,1,1,1,1,0.17648248970742927,0.17648248970742927,1,0
1,1,1,1,0,2016-01-01,6,0,8,3,0,3,3,0.2965652259440938,0.2965652259440938,0,0
1,1,1,1,0,2012-08-01,3,0,8,2,0,2,2,0.2631301255029518,0.2631301255029518,0,0
1,0,1,1,0,2014-01-01,2,0,7,1,0,1,1,0.17648248970742927,0.17648248970742927,0,0
1,1,1,1,0,2016-05-01,2,1,8,1,1,1,1,0.3457880156496692,0.3457880156496692,1,0
1,0,1,1,0,2016-04-01,2,1,7,1,0,1,1,0.17648248970742927,0.17648248970742927,0,0
1,1,1,1,0,2015-10-01,2,0,8,1,0,1,1,0.3457880156496692,0.3457880156496692,0,0
1,1,1,1,0,2015-10-01,2,0,8,1,0,1,1,0.3457880156496692,0.3457880156496692,0,0
1,1,1,1,0,2015-09-01,3,1,8,2,1,2,2,0.2631301255029518,0.2631301255029518,1,0
1,0,1,0,0,2016-10-01,2,0,3,1,0,1,1,0.13041882986763695,0.13041882986763695,0,0
1,1,0,1,1,2011-04-01,22,0,6,7,1,7,7,0.2969493846336098,0.2969493846336098,1,0
1,0,1,1,1,2016-09-01,30,0,7,9,0,7,10,0.6033628980081174,0.6033628980081174,1,1
1,1,1,1,0,2019-11-01,41,0,8,12,0,12,12,0.6397806151764974,0.6397806151764974,0,0
1,1,1,1,1,2019-07-01,46,1,8,14,1,14,15,0.63129384061307,0.63129384061307,0,1
1,0,1,0,1,2014-05-01,46,0,3,14,0,7,7,0.3964407265585438,0.3964407265585438,0,1
1,0,1,0,1,2014-05-01,46,0,3,14,0,7,7,0.3964407265585438,0.3964407265585438,0,1
1,1,1,1,0,2012-09-01,3,0,8,2,0,2,2,0.2631301255029518,0.2631301255029518,0,0
1,0,0,1,0,2011-01-01,46,0,5,14,0,14,14,0.18107908951052837,0.18107908951052837,0,0
1,0,1,1,0,2011-04-01,13,1,7,5,1,5,5,0.3939041355037597,0.3939041355037597,1,0
1,0,1,0,0,2011-05-01,46,0,3,14,0,14,14,0.3964407265585438,0.3964407265585438,0,0
1,1,1,0,0,2012-06-01,46,0,4,14,0,14,14,0.5783158514263779,0.5783158514263779,0,0
1,0,1,1,0,2012-11-01,39,0,7,10,1,10,10,0.4666328213823303,0.4666328213823303,1,0
1,0,1,1,0,2013-05-01,30,0,7,9,0,9,9,0.6033628980081174,0.6033628980081174,0,0
1,0,1,0,0,2013-10-01,30,0,3,9,1,9,9,0.5209520335289959,0.5209520335289959,1,0
1,0,1,0,0,2013-12-01,30,0,3,9,0,9,9,0.5209520335289959,0.5209520335289959,0,0
1,0,0,0,0,2014-02-01,39,0,1,10,0,10,10,0.09934335952874235,0.09934335952874235,0,0
1,0,0,1,0,2014-01-01,49,0,5,15,1,15,15,0.24755711579103987,0.24755711579103987,1,0
1,0,0,1,0,2014-10-01,30,0,5,9,1,9,9,0.3075204159951563,0.3075204159951563,1,0
1,1,0,0,0,2014-10-01,46,0,2,14,0,14,14,0.2441249531651204,0.2441249531651204,0,0
1,0,1,1,0,2014-10-01,13,0,7,5,0,5,5,0.3939041355037597,0.3939041355037597,0,0
1,1,0,0,0,2015-05-01,30,0,2,9,0,9,9,0.42748555071297584,0.42748555071297584,0,0
1,0,0,1,0,2015-10-01,6,0,5,3,0,3,3,0.09168968059865046,0.09168968059865046,0,0
1,0,0,1,0,2015-12-01,30,0,5,9,0,9,9,0.3075204159951563,0.3075204159951563,0,0
1,0,0,0,0,2016-03-01,46,0,1,14,0,14,14,0.12272738537695749,0.12272738537695749,0,0
1,0,1,1,0,2017-02-01,55,0,7,17,0,17,17,0.13812002520104547,0.13812002520104547,0,0
1,0,0,0,0,2017-04-01,50,0,1,16,1,16,16,0.16400032411770657,0.16400032411770657,1,0
1,1,1,1,0,2017-02-01,30,1,8,9,1,9,9,0.779371133417259,0.779371133417259,1,0
1,0,0,1,0,2020-02-01,30,0,5,9,0,9,9,0.3075204159951563,0.3075204159951563,0,0
1,0,0,1,0,2020-02-01,30,0,5,9,0,9,9,0.3075204159951563,0.3075204159951563,0,0
1,0,0,1,0,2013-12-01,8,0,5,4,0,4,4,0.14337614813932453,0.14337614813932453,0,0
1,0,0,1,0,2011-04-01,49,0,5,15,0,15,15,0.24755711579103987,0.24755711579103987,0,0
1,0,1,0,0,2013-01-01,55,0,3,17,0,17,17,0.1122121030463124,0.1122121030463124,0,0
1,1,0,0,0,2013-04-01,40,1,2,11,0,11,11,0.2120103703546696,0.2120103703546696,0,0
1,0,1,1,0,2012-10-01,18,0,7,6,0,6,6,0.05017404310536834,0.05017404310536834,0,0
1,0,0,0,0,2013-02-01,18,0,1,6,0,6,6,0.010820507439556667,0.010820507439556667,0,0
1,0,1,0,0,2014-03-01,49,0,3,15,1,15,15,0.3090315028586012,0.3090315028586012,1,0
1,0,0,1,0,2015-11-01,49,0,5,15,0,15,15,0.24755711579103987,0.24755711579103987,0,0
1,1,1,1,0,2015-11-01,49,1,8,15,1,15,15,0.6061723702811289,0.6061723702811289,1,0
1,0,0,0,0,2015-11-01,49,0,1,15,0,15,15,0.10581541164326246,0.10581541164326246,0,0
1,1,0,1,0,2015-08-01,41,1,6,12,1,12,12,0.6721248147459697,0.6721248147459697,1,0
1,0,1,1,0,2015-06-01,41,1,7,12,0,12,12,0.5819640463743296,0.5819640463743296,0,0
1,1,1,0,0,2015-03-01,18,0,4,6,0,6,6,0.07602252421548018,0.07602252421548018,0,0
1,0,1,1,0,2015-03-01,18,0,7,6,0,6,6,0.05017404310536834,0.05017404310536834,0,0
1,0,1,0,0,2015-12-01,18,0,3,6,0,6,6,0.040745531627262806,0.040745531627262806,0,0
1,1,1,0,0,2016-09-01,41,0,4,12,0,12,12,0.4883504156316602,0.4883504156316602,0,0
1,0,0,0,0,2016-04-01,45,0,1,13,0,13,13,0.09666109553949823,0.09666109553949823,0,0
1,0,1,0,0,2016-04-01,45,0,3,13,0,13,13,0.3938667646249431,0.3938667646249431,0,0
1,1,1,0,0,2016-04-01,45,0,4,13,1,13,13,0.5829572111260232,0.5829572111260232,1,0
1,1,0,0,0,2016-07-01,55,0,2,17,0,17,17,0.08871735697122371,0.08871735697122371,0,0
1,1,1,1,0,2016-07-01,55,0,8,17,0,17,17,0.32702159318874013,0.32702159318874013,0,0
1,0,0,1,0,2019-05-01,46,0,5,14,1,14,14,0.18107908951052837,0.18107908951052837,1,0
1,1,0,1,0,2017-09-01,46,1,6,14,0,14,14,0.39703833847460746,0.39703833847460746,0,0
1,0,0,1,0,2017-09-01,46,0,5,14,0,14,14,0.18107908951052837,0.18107908951052837,0,0
1,1,0,1,0,2017-09-01,46,1,6,14,0,14,14,0.39703833847460746,0.39703833847460746,0,0
1,0,0,0,0,2017-02-01,39,0,1,10,0,10,10,0.09934335952874235,0.09934335952874235,0,0
1,1,0,1,0,2016-11-01,41,0,6,12,0,12,12,0.6721248147459697,0.6721248147459697,0,0
1,0,0,0,0,2017-04-01,41,0,1,12,1,12,12,0.1871899278769268,0.1871899278769268,1,0
1,1,0,1,0,2016-12-01,41,1,6,12,1,12,12,0.6721248147459697,0.6721248147459697,1,0
1,0,0,1,0,2017-05-01,49,0,5,15,0,15,15,0.24755711579103987,0.24755711579103987,0,0
1,0,1,0,0,2017-05-01,49,0,3,15,0,15,15,0.3090315028586012,0.3090315028586012,0,0
1,1,0,0,0,2017-06-01,46,1,2,14,0,14,14,0.2441249531651204,0.2441249531651204,0,0
1,1,0,0,0,2018-09-01,8,0,2,4,0,4,4,0.16402052887786386,0.16402052887786386,0,0
1,0,1,1,0,2018-03-01,55,0,7,17,1,17,17,0.13812002520104547,0.13812002520104547,1,0
1,1,1,1,1,2014-07-01,30,0,8,9,1,14,14,0.779371133417259,0.779371133417259,0,1
1,0,0,1,0,2018-05-01,50,1,5,16,0,16,16,0.3837776460324828,0.3837776460324828,0,0
1,0,0,0,0,2018-05-01,50,0,1,16,0,16,16,0.16400032411770657,0.16400032411770657,0,0
1,1,0,0,0,2018-05-01,50,0,2,16,1,16,16,0.3790102426059934,0.3790102426059934,1,0
1,1,1,1,1,2015-04-01,22,1,8,7,0,14,14,0.45166098760201123,0.45166098760201123,1,1
1,0,0,1,1,2018-09-01,22,1,5,7,1,7,7,0.2073582288264702,0.2073582288264702,0,1
1,0,0,1,1,2018-09-01,22,1,5,7,0,7,7,0.2073582288264702,0.2073582288264702,0,1
1,1,1,0,1,2015-06-01,22,1,4,7,0,5,4,0.43121405031467447,0.43121405031467447,1,1
1,1,0,1,1,2015-06-01,22,1,6,7,0,16,15,0.2969493846336098,0.2969493846336098,1,1
1,1,0,1,1,2015-07-01,49,1,6,15,1,9,16,0.5524280832128697,0.5524280832128697,0,1
1,1,0,1,1,2015-09-01,49,0,6,15,1,9,9,0.5524280832128697,0.5524280832128697,1,1
1,1,1,0,1,2015-06-01,49,1,4,15,1,5,14,0.5322391782956031,0.5322391782956031,0,1
1,0,0,1,1,2015-06-01,6,0,5,3,0,4,16,0.09168968059865046,0.09168968059865046,1,1
1,0,0,1,1,2017-02-01,45,0,5,13,0,8,7,0.2491537295722725,0.2491537295722725,0,1
1,1,0,1,1,2017-02-01,45,1,6,13,0,9,9,0.47578068187958683,0.47578068187958683,1,1
1,0,0,1,1,2017-12-01,13,0,5,5,0,10,7,0.3654088722041959,0.3654088722041959,0,1
1,0,0,0,1,2019-05-01,13,1,1,5,0,3,3,0.1427920395986783,0.1427920395986783,0,1
1,1,0,0,1,2017-12-01,39,1,2,10,0,7,10,0.31451265935715733,0.31451265935715733,0,1
1,1,0,0,1,2017-12-01,39,1,2,10,0,7,10,0.31451265935715733,0.31451265935715733,0,1
1,0,0,1,0,2019-02-01,39,1,5,10,1,10,10,0.1943077165762042,0.1943077165762042,1,0
1,1,0,1,0,2019-01-01,39,1,6,10,1,10,10,0.4488933273350701,0.4488933273350701,1,0
1,0,0,1,0,2019-01-01,50,0,5,16,1,16,16,0.3837776460324828,0.3837776460324828,1,0
1,0,0,1,0,2019-07-01,50,0,5,16,0,16,16,0.3837776460324828,0.3837776460324828,0,0
1,0,0,1,0,2019-01-01,50,1,5,16,0,16,16,0.3837776460324828,0.3837776460324828,0,0
1,0,0,1,0,2019-01-01,50,0,5,16,1,16,16,0.3837776460324828,0.3837776460324828,1,0
1,1,1,1,0,2019-01-01,50,0,8,16,1,16,16,0.71186845409961,0.71186845409961,1,0
1,0,0,0,0,2018-11-01,39,0,1,10,0,10,10,0.09934335952874235,0.09934335952874235,0,0
1,0,0,1,0,2018-11-01,39,0,5,10,0,10,10,0.1943077165762042,0.1943077165762042,0,0
1,1,0,1,1,2018-03-01,50,1,6,16,1,4,15,0.6492428501087095,0.6492428501087095,0,1
1,1,0,1,0,2019-02-01,46,1,6,14,0,14,14,0.39703833847460746,0.39703833847460746,0,0
1,0,0,1,0,2018-11-01,39,0,5,10,0,10,10,0.1943077165762042,0.1943077165762042,0,0
1,0,0,0,0,2018-11-01,39,1,1,10,0,10,10,0.09934335952874235,0.09934335952874235,0,0
1,0,0,0,0,2019-05-01,50,1,1,16,0,16,16,0.16400032411770657,0.16400032411770657,0,0
1,1,1,1,0,2020-02-01,50,0,8,16,1,16,16,0.71186845409961,0.71186845409961,1,0
1,0,0,1,0,2019-11-01,39,1,5,10,1,10,10,0.1943077165762042,0.1943077165762042,1,0
1,0,0,1,0,2019-11-01,39,1,5,10,0,10,10,0.1943077165762042,0.1943077165762042,0,0
1,1,1,1,1,2017-02-01,50,1,8,16,0,14,13,0.71186845409961,0.71186845409961,1,1
1,1,1,1,1,2017-02-01,50,1,8,16,1,7,5,0.71186845409961,0.71186845409961,0,1
1,0,0,1,1,2019-01-01,49,0,5,15,0,8,7,0.24755711579103987,0.24755711579103987,1,1
1,1,0,1,0,2019-05-01,50,1,6,16,1,16,16,0.6492428501087095,0.6492428501087095,1,0
1,0,0,1,0,2019-04-01,50,1,5,16,1,16,16,0.3837776460324828,0.3837776460324828,1,0
1,1,0,1,1,2019-01-01,49,1,6,15,1,4,16,0.5524280832128697,0.5524280832128697,0,1
1,1,0,1,0,2019-03-01,39,1,6,10,1,10,10,0.4488933273350701,0.4488933273350701,1,0
1,1,1,0,1,2019-06-01,22,1,4,7,1,14,14,0.43121405031467447,0.43121405031467447,1,1
1,0,0,1,1,2019-06-01,45,0,5,13,0,8,5,0.2491537295722725,0.2491537295722725,0,1
1,1,1,1,0,2019-03-01,45,1,8,13,1,13,13,0.6725969062455596,0.6725969062455596,1,0
1,1,1,0,1,2017-12-01,13,0,4,5,1,10,7,0.6087496528107688,0.6087496528107688,1,1
1,0,0,1,1,2019-06-01,22,0,5,7,0,8,7,0.2073582288264702,0.2073582288264702,0,1
1,0,1,1,1,2019-05-01,45,1,7,13,1,4,14,0.4208086547793219,0.4208086547793219,0,1
1,0,0,1,0,2019-04-01,45,0,5,13,1,13,13,0.2491537295722725,0.2491537295722725,1,0
1,1,0,0,0,2019-04-01,39,0,2,10,1,10,10,0.31451265935715733,0.31451265935715733,1,0
1,0,0,0,0,2019-04-01,46,1,1,14,0,14,14,0.12272738537695749,0.12272738537695749,0,0
1,0,0,0,0,2018-05-01,39,0,1,10,0,10,10,0.09934335952874235,0.09934335952874235,0,0
1,0,1,0,0,2019-02-01,50,0,3,16,0,16,16,0.42827503142445006,0.42827503142445006,0,0
1,1,0,0,1,2019-04-01,6,1,2,3,0,8,4,0.10779162058021205,0.10779162058021205,0,1
1,1,1,1,1,2019-04-01,6,1,8,3,1,14,14,0.2965652259440938,0.2965652259440938,0,1
1,1,0,1,0,2019-02-01,6,0,6,3,0,3,3,0.22268060755886887,0.22268060755886887,0,0
1,1,1,1,1,2019-04-01,6,1,8,3,0,14,14,0.2965652259440938,0.2965652259440938,0,1
1,1,0,1,1,2019-04-01,6,0,6,3,0,9,13,0.22268060755886887,0.22268060755886887,0,1
1,1,1,1,0,2019-02-01,50,0,8,16,1,16,16,0.71186845409961,0.71186845409961,1,0
1,0,0,1,1,2019-02-01,13,1,5,5,0,5,7,0.3654088722041959,0.3654088722041959,1,1
1,1,0,1,1,2019-05-01,46,0,6,14,0,16,8,0.39703833847460746,0.39703833847460746,1,1
1,1,0,1,1,2019-02-01,45,1,6,13,1,4,16,0.47578068187958683,0.47578068187958683,0,1
1,1,1,1,1,2019-02-01,45,1,8,13,1,10,13,0.6725969062455596,0.6725969062455596,0,1
1,0,0,0,1,2019-02-01,45,0,1,13,0,8,8,0.09666109553949823,0.09666109553949823,0,1
1,1,0,1,1,2019-05-01,46,0,6,14,1,16,16,0.39703833847460746,0.39703833847460746,1,1
1,1,0,1,1,2019-05-01,46,0,6,14,0,5,8,0.39703833847460746,0.39703833847460746,1,1
1,0,0,0,0,2019-02-01,6,0,1,3,0,3,3,0.04288454556261046,0.04288454556261046,0,0
1,1,0,1,1,2019-03-01,22,1,6,7,1,5,15,0.2969493846336098,0.2969493846336098,0,1
1,1,0,1,1,2019-03-01,22,1,6,7,1,16,15,0.2969493846336098,0.2969493846336098,1,1
1,0,0,1,0,2019-06-01,39,0,5,10,0,10,10,0.1943077165762042,0.1943077165762042,0,0
1,0,0,1,0,2020-03-01,46,0,5,14,0,14,14,0.18107908951052837,0.18107908951052837,0,0
1,0,0,0,0,2019-07-01,50,0,1,16,0,16,16,0.16400032411770657,0.16400032411770657,0,0
1,0,0,0,0,2019-07-01,3,1,1,2,0,2,2,0.03617309077814185,0.03617309077814185,0,0
1,1,0,1,0,2019-07-01,3,1,6,2,0,2,2,0.2633158435075699,0.2633158435075699,0,0
1,1,1,0,0,2019-07-01,3,1,4,2,0,2,2,0.21514079486428245,0.21514079486428245,0,0
1,1,0,1,0,2019-07-01,3,1,6,2,1,2,2,0.2633158435075699,0.2633158435075699,1,0
1,0,1,0,0,2019-06-01,3,1,3,2,0,2,2,0.13963515339654772,0.13963515339654772,0,0
1,0,0,0,0,2019-07-01,3,0,1,2,0,2,2,0.03617309077814185,0.03617309077814185,0,0
1,1,0,0,0,2019-07-01,46,1,2,14,1,14,14,0.2441249531651204,0.2441249531651204,1,0
1,1,0,0,0,2019-07-01,50,1,2,16,0,16,16,0.3790102426059934,0.3790102426059934,0,0
1,1,0,0,0,2019-07-01,49,1,2,15,0,15,15,0.22203817882563734,0.22203817882563734,0,0
1,0,0,1,0,2020-01-01,46,1,5,14,0,14,14,0.18107908951052837,0.18107908951052837,0,0
1,1,0,0,0,2020-01-01,46,0,2,14,0,14,14,0.2441249531651204,0.2441249531651204,0,0
1,0,0,1,1,2018-08-01,13,1,5,5,0,7,7,0.3654088722041959,0.3654088722041959,0,1
1,0,1,1,1,2019-05-01,13,0,7,5,0,4,14,0.3939041355037597,0.3939041355037597,0,1
1,0,1,1,1,2017-12-01,26,0,7,8,1,5,10,0.2676467948788995,0.2676467948788995,0,1
1,0,0,1,0,2018-03-01,39,1,5,10,0,10,10,0.1943077165762042,0.1943077165762042,0,0
1,0,0,1,0,2018-05-01,39,1,5,10,0,10,10,0.1943077165762042,0.1943077165762042,0,0
1,1,0,0,0,2011-02-01,30,0,2,9,0,9,9,0.42748555071297584,0.42748555071297584,0,0
1,0,0,0,1,2015-09-01,30,0,1,9,0,3,3,0.20388355883637066,0.20388355883637066,0,1
1,1,1,1,1,2015-09-01,30,1,8,9,1,14,14,0.779371133417259,0.779371133417259,1,1
1,1,0,1,1,2014-10-01,46,0,6,14,1,9,9,0.39703833847460746,0.39703833847460746,1,1
1,0,0,1,1,2014-10-01,46,0,5,14,0,5,5,0.18107908951052837,0.18107908951052837,0,1
1,1,0,1,1,2014-09-01,46,1,6,14,1,9,15,0.39703833847460746,0.39703833847460746,1,1
1,0,0,1,1,2015-05-01,46,0,5,14,0,4,16,0.18107908951052837,0.18107908951052837,0,1
1,1,0,0,1,2015-07-01,46,0,2,14,0,5,3,0.2441249531651204,0.2441249531651204,0,1
1,0,0,1,0,2015-11-01,6,0,5,3,0,3,3,0.09168968059865046,0.09168968059865046,0,0
1,0,0,1,1,2015-05-01,46,0,5,14,0,7,16,0.18107908951052837,0.18107908951052837,0,1
1,0,0,1,1,2015-09-01,30,0,5,9,0,7,7,0.3075204159951563,0.3075204159951563,0,1
1,0,0,0,1,2015-08-01,22,0,1,7,0,3,3,0.0804701761550411,0.0804701761550411,0,1
1,1,0,0,1,2015-09-01,46,0,2,14,0,7,7,0.2441249531651204,0.2441249531651204,0,1
1,0,0,1,1,2015-09-01,46,0,5,14,0,7,7,0.18107908951052837,0.18107908951052837,0,1
1,1,1,0,1,2015-09-01,46,1,4,14,0,5,14,0.5783158514263779,0.5783158514263779,1,1
1,1,0,1,1,2017-02-01,22,1,6,7,0,9,9,0.2969493846336098,0.2969493846336098,1,1
1,1,1,1,1,2017-02-01,22,1,8,7,0,13,14,0.45166098760201123,0.45166098760201123,1,1
1,0,1,1,0,2019-05-01,41,0,7,12,0,12,12,0.5819640463743296,0.5819640463743296,0,0
1,0,0,1,0,2019-04-01,41,0,5,12,0,12,12,0.5144927440981721,0.5144927440981721,0,0
1,1,1,1,0,2020-02-01,49,0,8,15,1,15,15,0.6061723702811289,0.6061723702811289,1,0
1,0,1,1,0,2020-02-01,26,0,7,8,0,8,8,0.2676467948788995,0.2676467948788995,0,0
1,0,1,1,0,2020-02-01,26,0,7,8,0,8,8,0.2676467948788995,0.2676467948788995,0,0
1,1,1,1,0,2020-02-01,26,0,8,8,0,8,8,0.4717393053059779,0.4717393053059779,0,0
1,0,1,0,0,2020-02-01,26,0,3,8,0,8,8,0.20817550704245052,0.20817550704245052,0,0
1,1,1,1,1,2014-07-01,46,0,8,14,0,14,14,0.63129384061307,0.63129384061307,1,1
1,1,0,1,1,2014-07-01,46,0,6,14,1,9,16,0.39703833847460746,0.39703833847460746,1,1
1,1,0,0,1,2015-03-01,46,1,2,14,0,15,10,0.2441249531651204,0.2441249531651204,0,1
1,1,1,0,1,2015-03-01,46,1,4,14,1,14,14,0.5783158514263779,0.5783158514263779,0,1
1,1,1,0,1,2015-04-01,46,1,4,14,1,5,4,0.5783158514263779,0.5783158514263779,0,1
1,1,0,0,1,2015-04-01,46,1,2,14,1,10,8,0.2441249531651204,0.2441249531651204,0,1
1,1,1,1,1,2016-02-01,45,1,8,13,1,8,14,0.6725969062455596,0.6725969062455596,0,1
1,1,1,1,1,2016-06-01,26,1,8,8,0,16,14,0.4717393053059779,0.4717393053059779,1,1
1,1,1,1,1,2016-06-01,26,1,8,8,0,16,10,0.4717393053059779,0.4717393053059779,1,1
1,0,0,1,1,2016-06-01,26,0,5,8,1,13,3,0.1516022745089129,0.1516022745089129,1,1
1,1,1,1,1,2016-06-01,26,0,8,8,0,16,13,0.4717393053059779,0.4717393053059779,1,1
1,1,1,1,1,2016-08-01,46,1,8,14,0,14,14,0.63129384061307,0.63129384061307,1,1
1,1,1,1,1,2016-08-01,46,1,8,14,0,14,5,0.63129384061307,0.63129384061307,1,1
1,1,1,1,0,2016-09-01,49,1,8,15,0,15,15,0.6061723702811289,0.6061723702811289,0,0
